Molecule,PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,Unnamed: 4,Half-Life in MLM minutes,Binary Classification
O1C2=NC=3C45N6C78C9=C%10C%11=C%12OC%13%14[H].C%15%16%17C%18%19C%20%21C%22%23[H].C%15%24=C%15C%25=C2C2=C%24[H].C1=3[H].C91=C%12[H].[H]%16.[H]%17.[H]%18.[H]%19.[H]%20.[H]%21.[H]%15.[H]%25.[H]2.[H]4.[H]5.[H]7.[H]8.[H]%22.[H]%23.[H]6.[H]%10.[H]1.[H]%11.[H]%13.[H]%14,46219250,"InChI=1S/C22H26N2O2/c1-3-4-5-17-6-10-19(11-7-17)22-24-20(16-26-22)15-23-14-18-8-12-21(25-2)13-9-18/h6-13,16,23H,3-5,14-15H2,1-2H3",SDOUWPSBIWLHTJ-UHFFFAOYSA-N,,53.0,0
O1C2=NC=3C45N6C78C9=C%10OC%11%12[H].O%13C9=C9C%14=C%10[H].C%10%15%16C%17%18C%19%20C%21%22[H].C%10%23=C%10C%24=C2C2=C%23[H].C1=3[H].C%1313[H].[H]%15.[H]%16.[H]%17.[H]%18.[H]%19.[H]%20.[H]7.[H]8.[H]%10.[H]4.[H]5.[H]6.[H]%24.[H]2.[H]%21.[H]%22.[H]9.[H]%14.[H]%11.[H]%12.[H]1.[H]3,46219248,"InChI=1S/C23H28N2O3/c1-4-5-7-17-10-12-18(13-11-17)23-25-19(16-28-23)14-24-15-20-21(26-2)8-6-9-22(20)27-3/h6,8-13,16,24H,4-5,7,14-15H2,1-3H3",GZUYFBRLBNMSJS-UHFFFAOYSA-N,,13.0,0
O1C2=C3N=C1C1=C4C5=C6C78C9%10C%11%12C%13%14[H].N%15%16C%17%18C%19%20C%21%22C%15%23[H].N%15%24C%25%26C%17%27[H].C%16%17%28[H].C3%15%16[H].C63=C1[H].[H]%18.[H]%19.[H]%20.[H]%21.[H]%22.[H]%23.[H]%27.[H]%25.[H]%26.[H]%17.[H]%28.[H]%24.[H]%16.[H]7.[H]8.[H]2.[H]9.[H]%10.[H]%11.[H]%12.[H]5.[H]3.[H]4.[H]%13.[H]%14,46219247,"InChI=1S/C21H31N3O/c1-3-4-6-17-8-10-18(11-9-17)21-23-19(16-25-21)15-22-13-12-20-7-5-14-24(20)2/h8-11,16,20,22H,3-7,12-15H2,1-2H3",JQYSHVUSVDJUIR-UHFFFAOYSA-N,,37.0,0
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12[H].N%13%14C%15%16C%17%18C%19%20C%21%22C%23%24C%19%25[H].C%15%23%19[H].C%21%15%23[H].C%22%21%26[H].C%17%22%27[H].C3%13%17[H].C13=C6[H].[H]%20.[H]%24.[H]%25.[H]%18.[H]%19.[H]%16.[H]%15.[H]%23.[H]%21.[H]%26.[H]%22.[H]%27.[H]%14.[H]%17.[H]2.[H]4.[H]3.[H]5.[H]7.[H]8.[H]9.[H]%10.[H]%11.[H]%12,46219244,"InChI=1S/C23H32N2O2/c1-5-10-26-19-8-6-16(7-9-19)22-25-18(14-27-22)13-24-21-12-17-11-20(15(21)2)23(17,3)4/h6-9,14-15,17,20-21,24H,5,10-13H2,1-4H3/t15-,17+,20-,21-/m1/s1",YNOFERQKWOTVDZ-ZHFAOOELSA-N,,28.0,0
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12C%13%14C%15%16[H].N%17%18C%19%20C%21%22C%23%24C%25%26C%27%28C%29%30[H].C%19%31%32[H].C3%17%19[H].C13=C6[H].[H]%20.[H]%21.[H]%22.[H]%23.[H]%24.[H]%25.[H]%26.[H]%18.[H]%31.[H]%32.[H]%27.[H]%28.[H]%19.[H]%29.[H]%30.[H]%11.[H]%12.[H]9.[H]%10.[H]%13.[H]%14.[H]2.[H]7.[H]8.[H]%15.[H]%16.[H]4.[H]3.[H]5,46219123,"InChI=1S/C22H34N2O2/c1-4-6-8-10-18(3)23-16-20-17-26-22(24-20)19-11-13-21(14-12-19)25-15-9-7-5-2/h11-14,17-18,23H,4-10,15-16H2,1-3H3",WADIFDYQVFCKFK-UHFFFAOYSA-N,,68.0,1
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12[H].N%13%14C%15%16C%17%18C%19%20C%21%22C%23%24C%25%26[H].C%15%27%28[H].C3%13%15[H].C13=C6[H].[H]%16.[H]%17.[H]%18.[H]%19.[H]%20.[H]%21.[H]%22.[H]%14.[H]%27.[H]%28.[H]%23.[H]%24.[H]%15.[H]%25.[H]%26.[H]2.[H]4.[H]3.[H]5.[H]7.[H]8.[H]9.[H]%10.[H]%11.[H]%12,46219120,"InChI=1S/C20H30N2O2/c1-4-6-7-8-16(3)21-14-18-15-24-20(22-18)17-9-11-19(12-10-17)23-13-5-2/h9-12,15-16,21H,4-8,13-14H2,1-3H3",INAOUISPJXBTRG-UHFFFAOYSA-N,,27.0,0
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12C%13%14C%15%16[H].N%17%18C%19%20C%21%22C%23%24C%25%26C%27%28C%29%30C%19%31[H].C3%17%19[H].C13=C6[H].[H]%20.[H]%21.[H]%22.[H]%31.[H]%29.[H]%30.[H]%23.[H]%24.[H]%27.[H]%28.[H]%25.[H]%26.[H]%18.[H]%19.[H]2.[H]%11.[H]%12.[H]9.[H]%10.[H]%13.[H]%14.[H]7.[H]8.[H]4.[H]3.[H]%15.[H]%16.[H]5,46219119,"InChI=1S/C22H32N2O2/c1-2-3-8-15-25-21-13-11-18(12-14-21)22-24-20(17-26-22)16-23-19-9-6-4-5-7-10-19/h11-14,17,19,23H,2-10,15-16H2,1H3",DYPHKINYILTYCT-UHFFFAOYSA-N,,101.0,1
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12C%13%14C%15%16[H].N%17%18C%19%20C%21%22C%23%24C%25%26C%27%28C%23%29[H].C%19%27%23[H].C%25%19%27[H].C%26%25%30[H].C%21%26%31[H].C3%17%21[H].C13=C6[H].[H]%24.[H]%28.[H]%29.[H]%22.[H]%23.[H]%20.[H]%19.[H]%27.[H]%25.[H]%30.[H]%26.[H]%31.[H]%18.[H]%21.[H]2.[H]4.[H]3.[H]5.[H]9.[H]%10.[H]%11.[H]%12.[H]7.[H]8.[H]%13.[H]%14.[H]%15.[H]%16,46219118,"InChI=1S/C25H36N2O2/c1-5-6-7-12-28-21-10-8-18(9-11-21)24-27-20(16-29-24)15-26-23-14-19-13-22(17(23)2)25(19,3)4/h8-11,16-17,19,22-23,26H,5-7,12-15H2,1-4H3/t17-,19+,22-,23-/m1/s1",OZBJEWHFJRHGRQ-ANEJOOLBSA-N,,14.0,0
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12C%13%14[H].N%15%16C%17%18C%19%20C%21%22C%23%24C%25%26C%17%27C%17%28C%29%30C%19%31[H].C%23%29%19[H].C3%15%23[H].C13=C6[H].[H]%20.[H]%27.[H]%30.[H]%24.[H]%18.[H]%31.[H]%17.[H]%28.[H]%21.[H]%22.[H]%25.[H]%26.[H]%19.[H]%16.[H]%23.[H]2.[H]4.[H]3.[H]5.[H]7.[H]8.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%14,46218997,"InChI=1S/C24H32N2O2/c1-2-3-8-27-22-6-4-18(5-7-22)24-26-21(15-28-24)14-25-23-19-10-16-9-17(12-19)13-20(23)11-16/h4-7,15-17,19-20,23,25H,2-3,8-14H2,1H3",SZKHUOPAPKJYMY-UHFFFAOYSA-N,,94.0,1
O1C2=C3N=C1C1=C4C5=C6C7=C1[H].N18C9%10C%11%12C%13%14C%15%16C%17%18C%19%20C9%21[H].C319[H].C61=C3C6=C%22C%23=C1[H].[H]%10.[H]%11.[H]%12.[H]%21.[H]%13.[H]%14.[H]%19.[H]%20.[H]%15.[H]%16.[H]%17.[H]%18.[H]8.[H]9.[H]2.[H]4.[H]5.[H]7.[H]3.[H]6.[H]%23.[H]%22,46218996,"InChI=1S/C23H26N2O/c1-2-7-11-21(10-6-1)24-16-22-17-26-23(25-22)20-14-12-19(13-15-20)18-8-4-3-5-9-18/h3-5,8-9,12-15,17,21,24H,1-2,6-7,10-11,16H2",KKRGMIDETXDDGH-UHFFFAOYSA-N,,88.0,1
O1C2=C3N=C1C1=C4C5=C6C7=C1[H].N18C9%10C%11%12C%13%14C%15%16C%17%18C%13%19[H].C%17%13%20C%11%17[H].C%15%11%21[H].C%16%15%22[H].C31%16[H].C61=C3C6=C%23C%24=C1[H].[H]%14.[H]%18.[H]%19.[H]%12.[H]%13.[H]%20.[H]%17.[H]%11.[H]%21.[H]%15.[H]%22.[H]9.[H]%10.[H]8.[H]%16.[H]2.[H]4.[H]5.[H]7.[H]3.[H]6.[H]%24.[H]%23,46218995,"InChI=1S/C26H30N2O/c1-26(2)22-13-12-21(24(26)14-22)15-27-16-23-17-29-25(28-23)20-10-8-19(9-11-20)18-6-4-3-5-7-18/h3-11,17,21-22,24,27H,12-16H2,1-2H3/t21-,22-,24-/m0/s1",SWCIMISQPZZPLL-FIXSFTCYSA-N,,80.0,1
O1C2=C3N=C1C1=C4C5=C6C7=C1[H].N18C9%10C%11%12C%13%14C%15%16C%17%18C9%19[H].C%139%20[H].C%14%13%21[H].C%17%14%22[H].C31%17[H].C61=C3C6=C%23C%24=C1[H].[H]%15.[H]%16.[H]%11.[H]%12.[H]%18.[H]%10.[H]%19.[H]9.[H]%20.[H]%13.[H]%21.[H]%14.[H]%22.[H]8.[H]%17.[H]2.[H]4.[H]5.[H]7.[H]3.[H]6.[H]%24.[H]%23,46218994,"InChI=1S/C25H30N2O/c1-18-13-22(15-25(2,3)14-18)26-16-23-17-28-24(27-23)21-11-9-20(10-12-21)19-7-5-4-6-8-19/h4-12,17-18,22,26H,13-16H2,1-3H3",GQDUWEFODKVNOL-UHFFFAOYSA-N,,154.0,1
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12C%13%14[H].N%15%16C%17%18C%19%20C%21%22C%23%24C%25%26C%21%27[H].C%17%25%21[H].C%23%17%25[H].C%24%23%28[H].C%19%24%29[H].C3%15%19[H].C13=C6[H].[H]%22.[H]%26.[H]%27.[H]%20.[H]%21.[H]%18.[H]%17.[H]%23.[H]%28.[H]%25.[H]%24.[H]%29.[H]%16.[H]%19.[H]2.[H]4.[H]3.[H]5.[H]7.[H]8.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%14,46218993,"InChI=1S/C24H34N2O2/c1-5-6-11-27-20-9-7-17(8-10-20)23-26-19(15-28-23)14-25-22-13-18-12-21(16(22)2)24(18,3)4/h7-10,15-16,18,21-22,25H,5-6,11-14H2,1-4H3/t16-,18+,21-,22-/m1/s1",ZNHYJIRPKAYOIJ-XNKSBNDBSA-N,,283.0,1
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12C%13%14[H].N%15%16C%17%18C%19%20C%21%22C%23%24C%25%26C%17%27[H].C%21%17%28[H].C%22%21%29[H].C%25%22%30[H].C3%15%25[H].C13=C6[H].[H]%23.[H]%24.[H]%19.[H]%20.[H]%26.[H]%18.[H]%27.[H]%17.[H]%28.[H]%21.[H]%29.[H]%22.[H]%30.[H]%16.[H]%25.[H]2.[H]4.[H]3.[H]5.[H]9.[H]%10.[H]7.[H]8.[H]%11.[H]%12.[H]%13.[H]%14,46218992,"InChI=1S/C23H34N2O2/c1-5-6-11-26-21-9-7-18(8-10-21)22-25-20(16-27-22)15-24-19-12-17(2)13-23(3,4)14-19/h7-10,16-17,19,24H,5-6,11-15H2,1-4H3",SELQFKLKFUYJGF-UHFFFAOYSA-N,,140.0,1
O1C2=C3N=C1C1=C4C5=C6C78C9%10[H].N%11%12C%13%14C%15%16C%17%18C%19%20C%21%22C%23%24C%13%25[H].C3%11%13[H].C73%11[H].C87%26[H].C68=C1[H].[H]%14.[H]%15.[H]%16.[H]%25.[H]%17.[H]%18.[H]%23.[H]%24.[H]%19.[H]%20.[H]%21.[H]%22.[H]%12.[H]%13.[H]7.[H]9.[H]%10.[H]%26.[H]3.[H]%11.[H]2.[H]5.[H]8.[H]4,46218870,"InChI=1S/C21H30N2O/c1-21(2,3)17-12-10-16(11-13-17)20-23-19(15-24-20)14-22-18-8-6-4-5-7-9-18/h10-13,15,18,22H,4-9,14H2,1-3H3",HXPGIYFTZVFNND-UHFFFAOYSA-N,,22.0,0
O1C2=C3N=C1C1=C4C5=C6C78C9%10C%11%12C%13%14[H].N%15%16C%17%18C%19%20C%21%22C%23%24C%25%26C%27%28C%17%29[H].C3%15%17[H].C13=C6[H].[H]%18.[H]%19.[H]%20.[H]%29.[H]%21.[H]%22.[H]%27.[H]%28.[H]%23.[H]%24.[H]%25.[H]%26.[H]%16.[H]%17.[H]2.[H]7.[H]8.[H]9.[H]%10.[H]%11.[H]%12.[H]4.[H]3.[H]5.[H]%13.[H]%14,46218868,"InChI=1S/C21H30N2O/c1-2-3-8-17-11-13-18(14-12-17)21-23-20(16-24-21)15-22-19-9-6-4-5-7-10-19/h11-14,16,19,22H,2-10,15H2,1H3",HGZFNFDRVPCIQU-UHFFFAOYSA-N,,55.0,0
O1C2=C3N=C1C1=C4C5=C6C7=C1[H].N18C9%10C%11%12C%13%14C%15%16C%17%18C%13%19[H].C9%17%13[H].C%159%17[H].C%16%15%20[H].C%11%16%21[H].C31%11[H].C613C6%22C%23%24C%25%26[H].[H]%14.[H]%18.[H]%19.[H]%12.[H]%13.[H]%10.[H]%15.[H]9.[H]%17.[H]%20.[H]%16.[H]%21.[H]8.[H]%11.[H]2.[H]4.[H]5.[H]7.[H]1.[H]3.[H]6.[H]%22.[H]%23.[H]%24.[H]%25.[H]%26,46218751,"InChI=1S/C24H34N2O/c1-5-6-7-17-8-10-18(11-9-17)23-26-20(15-27-23)14-25-22-13-19-12-21(16(22)2)24(19,3)4/h8-11,15-16,19,21-22,25H,5-7,12-14H2,1-4H3/t16-,19+,21-,22-/m1/s1",GFXRNZLIXAPNDA-DGEVVOEJSA-N,,13.0,0
O1C2=C3N=C1C1=C4C5=C6C78C9%10C%11%12C%13%14[H].N%15%16C%17%18C%19%20C%21%22C%23%24C%25%26C%17%27[H].C%21%17%28[H].C%22%21%29[H].C%25%22%30[H].C3%15%25[H].C13=C6[H].[H]%23.[H]%24.[H]%19.[H]%20.[H]%26.[H]%18.[H]%27.[H]%17.[H]%28.[H]%21.[H]%29.[H]%22.[H]%30.[H]%16.[H]%25.[H]2.[H]7.[H]8.[H]4.[H]3.[H]9.[H]%10.[H]5.[H]%11.[H]%12.[H]%13.[H]%14,46218750,"InChI=1S/C23H34N2O/c1-5-6-7-18-8-10-19(11-9-18)22-25-21(16-26-22)15-24-20-12-17(2)13-23(3,4)14-20/h8-11,16-17,20,24H,5-7,12-15H2,1-4H3",VZFUQCHYHZGDMD-UHFFFAOYSA-N,,192.0,1
O1C2=C3N=C1C1=C4C5=C6C7=C1[H].N18C9%10C%11%12C%13%14C%15%16C%17%18C9%19C9%20C%21%22C%11%23[H].C%15%21%11[H].C31%15[H].C613C6%21C%24%25C%26%27[H].[H]%12.[H]%19.[H]%22.[H]%16.[H]%10.[H]%23.[H]9.[H]%20.[H]%13.[H]%14.[H]%17.[H]%18.[H]%11.[H]8.[H]%15.[H]2.[H]4.[H]5.[H]7.[H]1.[H]3.[H]6.[H]%21.[H]%24.[H]%25.[H]%26.[H]%27,46218749,"InChI=1S/C24H32N2O/c1-2-3-4-16-5-7-19(8-6-16)24-26-22(15-27-24)14-25-23-20-10-17-9-18(12-20)13-21(23)11-17/h5-8,15,17-18,20-21,23,25H,2-4,9-14H2,1H3",TZFNEZZVLOCZCY-UHFFFAOYSA-N,,350.0,1
O1C=2C=3C4=NC56C78C9%10C%11%12C%13%14C5%15[H].O5N4[H].C=34C3=C%16C=2[H].C12%17[H].[H]6.[H]7.[H]8.[H]%15.[H]9.[H]%10.[H]%13.[H]%14.[H]%11.[H]%12.[H]4.[H]3.[H]%16.[H]5.[H]2.[H]%17,44555282,"InChI=1S/C14H20N2O2/c1-18-13-10-6-5-9-12(13)14(16-17)15-11-7-3-2-4-8-11/h5-6,9-11,17H,2-4,7-8H2,1H3,(H,15,16)",MXJOLMAYDWVYSE-UHFFFAOYSA-N,,21.0,0
O1N2C3=NC45C67C89C%10%11C%12%13C4%14[H].O4C%15=C%16C%17=C3C3=C%15[H].C4%15%18[H].[H]5.[H]6.[H]7.[H]%14.[H]8.[H]9.[H]%12.[H]%13.[H]%10.[H]%11.[H]2.[H]%17.[H]3.[H]%16.[H]1.[H]%15.[H]%18,44555278,"InChI=1S/C14H20N2O2/c1-18-13-9-7-11(8-10-13)14(16-17)15-12-5-3-2-4-6-12/h7-10,12,17H,2-6H2,1H3,(H,15,16)",ODMUYJGOPGLYIH-UHFFFAOYSA-N,,3.0,0
[F]C=1C2=C3N=C4N5O[H].O6C7=C8C9=C4C4=C7[H].C37=C3C=1[H].C61%10[H].[H]9.[H]4.[H]8.[H]2.[H]7.[H]3.[H]5.[H]1.[H]%10,44555277,"InChI=1S/C14H13FN2O2/c1-19-13-7-5-10(6-8-13)14(17-18)16-12-4-2-3-11(15)9-12/h2-9,18H,1H3,(H,16,17)",YSJGOKAJUUINIQ-UHFFFAOYSA-N,,5.93,0
O1C2=C3C4=C5C6=NC=7C8=C9C%10=C%11C%12=C%13C%14=C%10[H].O%10N6[H].C96=C9C=7[H].C57=C2[H].C125[H].[H]8.[H]6.[H]9.[H]%11.[H]4.[H]7.[H]3.[H]%12.[H]%14.[H]%13.[H]2.[H]5.[H]%10,44555276,"InChI=1S/C20H18N2O2/c1-24-19-12-10-16(11-13-19)20(22-23)21-18-9-5-8-17(14-18)15-6-3-2-4-7-15/h2-14,23H,1H3,(H,21,22)",QIKTYPLEIJOOQS-UHFFFAOYSA-N,,13.0,0
O1C=2N=C3C4=C5C=2C2=NC67C89C%10%11C%12%13C%14%15C6%16[H].O6N2[H].O2C%17=C1C1=C%18C%19=C%17[H].C%19%17%20[H].C2%19%21[H].[H]7.[H]%16.[H]8.[H]9.[H]%14.[H]%15.[H]%10.[H]%11.[H]%12.[H]%13.[H]5.[H]4.[H]3.[H]6.[H]1.[H]%18.[H]%17.[H]%20.[H]%19.[H]%21,44555117,"InChI=1S/C20H25N3O3/c1-14-10-11-17(18(13-14)25-2)26-20-16(9-6-12-21-20)19(23-24)22-15-7-4-3-5-8-15/h6,9-13,15,24H,3-5,7-8H2,1-2H3,(H,22,23)",SOYJTYBBUQHHRM-UHFFFAOYSA-N,,11.0,0
O1C2=C3C4=C5C6=NC=7C=8C9%10C%11%12[H].O%13N6[H].C=86C8=C%14C=7[H].C57=C2[H].C125[H].[H]9.[H]%10.[H]6.[H]%11.[H]%12.[H]8.[H]%14.[H]4.[H]7.[H]3.[H]2.[H]5.[H]%13,44555115,"InChI=1S/C16H18N2O2/c1-3-12-6-4-5-7-15(12)17-16(18-19)13-8-10-14(20-2)11-9-13/h4-11,19H,3H2,1-2H3,(H,17,18)",XHNAJPMSUATHJD-UHFFFAOYSA-N,,2.0,0
O1N2C3=NC45C67C89C%10%11C%12%13C4%14[H].C3=4C=3C%15%16C%17%18[H].C=4%19C4=C%20C=3[H].[H]5.[H]6.[H]7.[H]%14.[H]8.[H]9.[H]%12.[H]%13.[H]%10.[H]%11.[H]%15.[H]%16.[H]%19.[H]2.[H]4.[H]%20.[H]%17.[H]%18.[H]1,44555114,"InChI=1S/C15H22N2O/c1-2-12-8-6-7-11-14(12)15(17-18)16-13-9-4-3-5-10-13/h6-8,11,13,18H,2-5,9-10H2,1H3,(H,16,17)",YQCDLSIJNOVJSK-UHFFFAOYSA-N,,7.0,0
O1C2=C3C4=C5C6=NC=7C8=C9C%10%11C%12%13[H].O%14N6[H].C96=C9C=7[H].C57=C2[H].C125[H].[H]%10.[H]%11.[H]8.[H]6.[H]9.[H]%12.[H]%13.[H]4.[H]7.[H]3.[H]2.[H]5.[H]%14,44555112,"InChI=1S/C16H18N2O2/c1-3-12-5-4-6-14(11-12)17-16(18-19)13-7-9-15(20-2)10-8-13/h4-11,19H,3H2,1-2H3,(H,17,18)",XKHXYDAQZUWWOG-UHFFFAOYSA-N,,2.0,0
O1N2C3=NC45C67C89C%10%11C%12%13C4%14[H].C34=C3C%15=C%16C%17=C4[H].C%164%18C%16%19[H].[H]5.[H]6.[H]7.[H]%14.[H]8.[H]9.[H]%12.[H]%13.[H]%10.[H]%11.[H]3.[H]2.[H]%15.[H]%17.[H]4.[H]%18.[H]%16.[H]%19.[H]1,44554961,"InChI=1S/C15H22N2O/c1-2-12-8-10-13(11-9-12)15(17-18)16-14-6-4-3-5-7-14/h8-11,14,18H,2-7H2,1H3,(H,16,17)",IVHHRDPFRDJTKS-UHFFFAOYSA-N,,4.0,0
O1C=2N=C3C4=C5C=2C2=NC67C89C%10%11C%12%13C%14%15C6%16[H].O6N2[H].C12=C1C%17=C%18C%19=C2[H].C%182%20[H].[H]7.[H]%16.[H]8.[H]9.[H]%14.[H]%15.[H]%10.[H]%11.[H]%12.[H]%13.[H]5.[H]4.[H]3.[H]6.[H]1.[H]%17.[H]%19.[H]2.[H]%20,44554960,"InChI=1S/C19H23N3O2/c1-14-9-11-16(12-10-14)24-19-17(8-5-13-20-19)18(22-23)21-15-6-3-2-4-7-15/h5,8-13,15,23H,2-4,6-7H2,1H3,(H,21,22)",GWHDPZFFJIQQTA-UHFFFAOYSA-N,,3.48,0
O1C=2N=C3C4=C5C=2C2=NC67C89C%10%11C%12%13C%14%15C6%16[H].O6N2[H].C2%17%18C%19=C%20C%21=C1C1=C%19[H].C2%19%22[H].C%172%23[H].C%18%17%24[H].C3%18%25[H].[H]7.[H]8.[H]9.[H]%16.[H]%10.[H]%11.[H]%14.[H]%15.[H]%12.[H]%13.[H]%19.[H]%22.[H]2.[H]%23.[H]%17.[H]%24.[H]%20.[H]5.[H]%21.[H]1.[H]4.[H]6.[H]%18.[H]%25,44554957,"InChI=1S/C23H31N3O2/c1-16-10-15-20(21(26-27)25-18-8-6-5-7-9-18)22(24-16)28-19-13-11-17(12-14-19)23(2,3)4/h10-15,18,27H,5-9H2,1-4H3,(H,25,26)",WKXHLQTYKMTPEL-UHFFFAOYSA-N,,8.61,0
[F]C1=C2OC=3N=C4C5=C6C=3C3=NC78C9%10C%11%12C%13%14C%15%16C7%17[H].[F]C2=C2C7=C1[H].O1N3[H].C43%18[H].[H]8.[H]%17.[H]9.[H]%10.[H]%15.[H]%16.[H]%11.[H]%12.[H]%13.[H]%14.[H]6.[H]5.[H]1.[H]3.[H]%18.[H]2.[H]7,44554956,"InChI=1S/C19H21F2N3O2/c1-12-10-11-14(18(24-25)23-13-6-3-2-4-7-13)19(22-12)26-17-15(20)8-5-9-16(17)21/h5,8-11,13,25H,2-4,6-7H2,1H3,(H,23,24)",SSJAZVWNFPVNLB-UHFFFAOYSA-N,,3.0,0
[F]C=1C2=C3N=C4N5O[H].O6C7=C8C9=C%10C%11%12C%13%14[H].N=%15C6=C4C4=C6C=%15C%15%16[H].C%11%17%18[H].C%12%11%19[H].C%10%12=C7[H].C37=C3C=1[H].[H]%13.[H]%14.[H]%17.[H]%18.[H]%11.[H]%19.[H]9.[H]%12.[H]8.[H]4.[H]6.[H]%15.[H]%16.[H]5.[H]2.[H]7.[H]3,44554955,"InChI=1S/C23H24FN3O2/c1-15-8-13-20(21(27-28)26-18-7-5-6-17(24)14-18)22(25-15)29-19-11-9-16(10-12-19)23(2,3)4/h5-14,28H,1-4H3,(H,26,27)",VZSVFWOTVDJTRB-UHFFFAOYSA-N,,26.79,0
O1C=2N=C3C4=C5C=2C2=NC67C89C%10%11C%12%13C%14%15C6%16[H].O6N2[H].C2%17%18C%19=C%20C%21=C1C1=C%19[H].C2%19%22[H].C%172%23[H].C%18%17%24[H].[H]7.[H]8.[H]9.[H]%16.[H]%10.[H]%11.[H]%14.[H]%15.[H]%12.[H]%13.[H]%17.[H]%24.[H]%19.[H]%22.[H]2.[H]%23.[H]%20.[H]%21.[H]1.[H]5.[H]4.[H]3.[H]6,44554796,"InChI=1S/C22H29N3O2/c1-22(2,3)16-11-13-18(14-12-16)27-21-19(10-7-15-23-21)20(25-26)24-17-8-5-4-6-9-17/h7,10-15,17,26H,4-6,8-9H2,1-3H3,(H,24,25)",NBSLQOUURVRUJU-UHFFFAOYSA-N,,9.0,0
[F]C=1C2=C3N=C4N5O[H].O6C7=C8C9=C%10C%11%12C%13%14[H].N=%15C6=C4C4=C6C=%15[H].C%11%15%16[H].C%12%11%17[H].C%10%12=C7[H].C37=C3C=1[H].[H]%13.[H]%14.[H]%15.[H]%16.[H]%11.[H]%17.[H]9.[H]%12.[H]8.[H]4.[H]6.[H]5.[H]2.[H]7.[H]3,44554795,"InChI=1S/C22H22FN3O2/c1-22(2,3)15-9-11-18(12-10-15)28-21-19(8-5-13-24-21)20(26-27)25-17-7-4-6-16(23)14-17/h4-14,27H,1-3H3,(H,25,26)",WFUDFQKIUIIFRV-UHFFFAOYSA-N,,23.74,0
O1C=2N=C3C4=C5C=2C2=NC67C89C%10%11C%12%13C%14%15C6%16[H].O6N2[H].C12=C1C%17=C%18C%19=C2[H].[H]7.[H]8.[H]9.[H]%16.[H]%14.[H]%15.[H]%10.[H]%11.[H]%12.[H]%13.[H]5.[H]4.[H]3.[H]6.[H]1.[H]%17.[H]%19.[H]%18,44552887,"InChI=1S/C18H21N3O2/c22-21-17(20-14-8-3-1-4-9-14)16-12-7-13-19-18(16)23-15-10-5-2-6-11-15/h2,5-7,10-14,22H,1,3-4,8-9H2,(H,20,21)",SVAZZZRJSKQPKE-UHFFFAOYSA-N,,2.0,0
[F]C1=C2C3=C4OC=5N=C6C7=C8C=5C5=NC9%10C%11%12C%13%14C%15%16C%17%18C9%19[H].O9N5[H].C45=C1[H].[H]%10.[H]%11.[H]%12.[H]%19.[H]%13.[H]%14.[H]%17.[H]%18.[H]%15.[H]%16.[H]8.[H]7.[H]6.[H]9.[H]3.[H]5.[H]2,44552886,"InChI=1S/C18H20FN3O2/c19-13-8-10-15(11-9-13)24-18-16(7-4-12-20-18)17(22-23)21-14-5-2-1-3-6-14/h4,7-12,14,23H,1-3,5-6H2,(H,21,22)",GVUJJUXLIYZNOF-UHFFFAOYSA-N,,2.0,0
[Cl]C1=C2C3=C4OC=5N=C6C7=C8C=5C5=NC9%10C%11%12C%13%14C%15%16C%17%18C9%19[H].O9N5[H].C45=C1[H].[H]%10.[H]%11.[H]%12.[H]%19.[H]%13.[H]%14.[H]%17.[H]%18.[H]%15.[H]%16.[H]8.[H]7.[H]6.[H]9.[H]3.[H]5.[H]2,44552885,"InChI=1S/C18H20ClN3O2/c19-13-8-10-15(11-9-13)24-18-16(7-4-12-20-18)17(22-23)21-14-5-2-1-3-6-14/h4,7-12,14,23H,1-3,5-6H2,(H,21,22)",UCNFDBCQKONUGH-UHFFFAOYSA-N,,2.0,0
[F]C1=C2OC=3N=C4C5=C6C=3C3=NC78C9%10C%11%12C%13%14C%15%16C7%17[H].[F]C2=C2C7=C1[H].O1N3[H].[H]8.[H]9.[H]%10.[H]%17.[H]%11.[H]%12.[H]%15.[H]%16.[H]%13.[H]%14.[H]6.[H]5.[H]4.[H]1.[H]2.[H]7,44552721,"InChI=1S/C18H19F2N3O2/c19-14-9-4-10-15(20)16(14)25-18-13(8-5-11-21-18)17(23-24)22-12-6-2-1-3-7-12/h4-5,8-12,24H,1-3,6-7H2,(H,22,23)",UWTVBQGAULFJQV-UHFFFAOYSA-N,,2.0,0
