Molecule,PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,Unnamed: 4,Half-Life in MLM minutes,Binary Classification
O1N2C3=NC45C67C89C%10%11C%12%13C4%14[H].C3=4C=3C%15%16C%17=C%18C%19=C%20C%21=C%17[H].C=4%17C4=C%22C=3[H].[H]5.[H]6.[H]7.[H]%14.[H]8.[H]9.[H]%12.[H]%13.[H]%10.[H]%11.[H]%15.[H]%16.[H]2.[H]%17.[H]4.[H]%22.[H]%18.[H]1.[H]%19.[H]%21.[H]%20,44552719,"InChI=1S/C20H24N2O/c23-22-20(21-18-12-5-2-6-13-18)19-14-8-7-11-17(19)15-16-9-3-1-4-10-16/h1,3-4,7-11,14,18,23H,2,5-6,12-13,15H2,(H,21,22)",SFPMHBGIZMRBBV-UHFFFAOYSA-N,,2.0,0
O1C2=C3C4=C5C6=NC7=C8C9=C%10C%11=C7[H].O7N6[H].C56=C2[H].C125[H].[H]4.[H]6.[H]3.[H]8.[H]9.[H]%11.[H]%10.[H]2.[H]5.[H]7,12273943,"InChI=1S/C14H14N2O2/c1-18-13-9-7-11(8-10-13)14(16-17)15-12-5-3-2-4-6-12/h2-10,17H,1H3,(H,15,16)",QZRKSVLUFDVMJX-UHFFFAOYSA-N,,7.0,0
O1N2C3=NC45C67C89C%10%11C%12%13C4%14[H].C34=C3C%15=C%16C%17=C4[H].[H]5.[H]6.[H]7.[H]%14.[H]8.[H]9.[H]%12.[H]%13.[H]%10.[H]%11.[H]2.[H]3.[H]%15.[H]%17.[H]%16.[H]1,12270883,"InChI=1S/C13H18N2O/c16-15-13(11-7-3-1-4-8-11)14-12-9-5-2-6-10-12/h1,3-4,7-8,12,16H,2,5-6,9-10H2,(H,14,15)",LMCMSYLAVFUOGK-UHFFFAOYSA-N,,8.0,0
O=C1N2C34C56C78C9%10C%11%12C3%13[H].C1=3C=1C%14=C%15C%16=C%17C%18=C%14[H].C=3%14C3=C%19C=1[H].[H]4.[H]5.[H]%13.[H]6.[H]%11.[H]%12.[H]7.[H]8.[H]9.[H]%10.[H]2.[H]%14.[H]3.[H]%19.[H]%15.[H]%16.[H]%18.[H]%17,976259,"InChI=1S/C19H21NO/c21-19(20-16-11-5-2-6-12-16)18-14-8-7-13-17(18)15-9-3-1-4-10-15/h1,3-4,7-10,13-14,16H,2,5-6,11-12H2,(H,20,21)",YCKGNIXPYKLUIQ-UHFFFAOYSA-N,,7.0,0
O1C2=C3N=C1C1=C4C5=C6OC78[H].N9%10C%11%12C%13%14C%15%16C%17%18C%19%20C%21%22[H].C%11%23%24[H].C39%11[H].C13=C6[H].[H]%12.[H]%13.[H]%14.[H]%15.[H]%16.[H]%17.[H]%18.[H]%10.[H]%23.[H]%24.[H]%19.[H]%20.[H]%11.[H]%21.[H]%22.[H]2.[H]4.[H]3.[H]5.[H]7.[H]8,46220083,"InChI=1S/C18H26N2O2/c1-4-5-6-7-14(2)19-12-16-13-22-18(20-16)15-8-10-17(21-3)11-9-15/h8-11,13-14,19H,4-7,12H2,1-3H3",FXSIBNIZMXKODW-UHFFFAOYSA-N,,190.0,1
O1C2=C3N=C1C1=C4C=5OC67[H].N89C%10%11C%12%13C%14%15C%16%17C%18%19C%20%21[H].C%10%22%23[H].C38%10[H].C13=C1C=5[H].[H]%11.[H]%12.[H]%13.[H]%14.[H]%15.[H]%16.[H]%17.[H]9.[H]%22.[H]%23.[H]%18.[H]%19.[H]%10.[H]%20.[H]%21.[H]2.[H]4.[H]3.[H]1.[H]6.[H]7,46220082,"InChI=1S/C18H26N2O2/c1-4-5-6-8-14(2)19-12-16-13-22-18(20-16)15-9-7-10-17(11-15)21-3/h7,9-11,13-14,19H,4-6,8,12H2,1-3H3",RLZKWRQSNRGHRE-UHFFFAOYSA-N,,54.0,0
[Cl]C1=C2C3=C4C=5OC6=C7N=5.N58C9%10C%11%12C%13%14C%15%16C%17%18C%19%20[H].C9%21%22[H].C759[H].C45=C1[H].[H]%10.[H]%11.[H]%12.[H]%13.[H]%14.[H]%15.[H]%16.[H]8.[H]%21.[H]%22.[H]%17.[H]%18.[H]9.[H]%19.[H]%20.[H]6.[H]3.[H]5.[H]2,46220080,"InChI=1S/C17H23ClN2O/c1-3-4-5-6-13(2)19-11-16-12-21-17(20-16)14-7-9-15(18)10-8-14/h7-10,12-13,19H,3-6,11H2,1-2H3",LOJMUTSAGSEHIX-UHFFFAOYSA-N,,173.0,1
[Cl]C=1C2=C3C=4OC5=C6N=4.N47C89C%10%11C%12%13C%14%15C%16%17C%18%19[H].C8%20%21[H].C648[H].C34=C3C=1[H].[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%14.[H]%15.[H]7.[H]%20.[H]%21.[H]%16.[H]%17.[H]8.[H]%18.[H]%19.[H]5.[H]2.[H]4.[H]3,46220079,"InChI=1S/C17H23ClN2O/c1-3-4-5-7-13(2)19-11-16-12-21-17(20-16)14-8-6-9-15(18)10-14/h6,8-10,12-13,19H,3-5,7,11H2,1-2H3",ODGJLBTXHZARBD-UHFFFAOYSA-N,,103.0,1
O1C2=C3N=C1C1=C4C=5OC67C89[H].N%10%11C%12%13C%14%15C%16%17C%18%19C%20%21C%22%23[H].C%12%24%25[H].C3%10%12[H].C13=C1C=5[H].[H]%13.[H]%14.[H]%15.[H]%16.[H]%17.[H]%18.[H]%19.[H]%11.[H]%24.[H]%25.[H]%20.[H]%21.[H]%12.[H]%22.[H]%23.[H]2.[H]4.[H]3.[H]1.[H]6.[H]7.[H]8.[H]9,46220077,"InChI=1S/C19H28N2O2/c1-4-6-7-9-15(3)20-13-17-14-23-19(21-17)16-10-8-11-18(12-16)22-5-2/h8,10-12,14-15,20H,4-7,9,13H2,1-3H3",VTEHFJVIYDVWIJ-UHFFFAOYSA-N,,30.0,0
O1C2=C3N=C1C1=C4C5=C6C7=C1[H].N18C9%10C%11%12C%13%14C%15%16C%17%18C%19%20[H].C9%21%22[H].C319[H].C613[H].[H]%10.[H]%11.[H]%12.[H]%13.[H]%14.[H]%15.[H]%16.[H]8.[H]%21.[H]%22.[H]%17.[H]%18.[H]9.[H]%19.[H]%20.[H]2.[H]4.[H]5.[H]7.[H]1.[H]3,46220076,"InChI=1S/C18H26N2O/c1-4-5-6-7-15(3)19-12-17-13-21-18(20-17)16-10-8-14(2)9-11-16/h8-11,13,15,19H,4-7,12H2,1-3H3",NRFCEJJSDAYGRW-UHFFFAOYSA-N,,94.0,1
O1N2C3=NC45C67C89C%10%11C%12%13C4%14[H].O4C=%15C%16=C3C3=C%17C=%15[H].C4%15%18[H].[H]5.[H]6.[H]7.[H]%14.[H]8.[H]9.[H]%12.[H]%13.[H]%10.[H]%11.[H]2.[H]%16.[H]3.[H]%17.[H]1.[H]%15.[H]%18,44555281,"InChI=1S/C14H20N2O2/c1-18-13-9-5-6-11(10-13)14(16-17)15-12-7-3-2-4-8-12/h5-6,9-10,12,17H,2-4,7-8H2,1H3,(H,15,16)",ZZLXKZPISLJSHK-UHFFFAOYSA-N,,7.0,0
O1C=2N=C3C4=C5C=2C2=NC67C89C%10%11C%12%13C%14%15C6%16[H].O6N2[H].C1=2C=1C%17%18C%19%20[H].C=2%21C2=C%22C=1[H].[H]7.[H]%16.[H]8.[H]9.[H]%14.[H]%15.[H]%10.[H]%11.[H]%12.[H]%13.[H]5.[H]4.[H]%17.[H]%18.[H]3.[H]%21.[H]6.[H]%19.[H]%20.[H]%22.[H]2,44555116,"InChI=1S/C20H25N3O2/c1-2-15-9-6-7-13-18(15)25-20-17(12-8-14-21-20)19(23-24)22-16-10-4-3-5-11-16/h6-9,12-14,16,24H,2-5,10-11H2,1H3,(H,22,23)",OGRRQVLNRBKZNR-UHFFFAOYSA-N,,21.0,0
[F]C=1C=2OC=3N=C4C5=C6C=3C3=NC78C9%10C%11%12C%13%14C%15%16C7%17[H].O7N3[H].C=23C2=C%18C=1[H].[H]8.[H]9.[H]%10.[H]%17.[H]%11.[H]%12.[H]%15.[H]%16.[H]%13.[H]%14.[H]6.[H]5.[H]4.[H]7.[H]3.[H]2.[H]%18,44553252,"InChI=1S/C18H20FN3O2/c19-15-10-4-5-11-16(15)24-18-14(9-6-12-20-18)17(22-23)21-13-7-2-1-3-8-13/h4-6,9-13,23H,1-3,7-8H2,(H,21,22)",VZTRPZCBMVDRHL-UHFFFAOYSA-N,,10.0,0
[Cl]C=1C=2OC=3N=C4C5=C6C=3C3=NC78C9%10C%11%12C%13%14C%15%16C7%17[H].O7N3[H].C=23C2=C%18C=1[H].[H]8.[H]9.[H]%10.[H]%17.[H]%11.[H]%12.[H]%15.[H]%16.[H]%13.[H]%14.[H]6.[H]5.[H]4.[H]7.[H]3.[H]2.[H]%18,44552889,"InChI=1S/C18H20ClN3O2/c19-15-10-4-5-11-16(15)24-18-14(9-6-12-20-18)17(22-23)21-13-7-2-1-3-8-13/h4-6,9-13,23H,1-3,7-8H2,(H,21,22)",DWPUERZIWCQCEW-UHFFFAOYSA-N,,14.0,0
O1C=2N=C3C4=C5C=2C2=NC67C89C%10%11C%12%13C%14%15C6%16[H].O6N2[H].O2C=%17C1=C1C%18=C%19C=%17[H].C2%17%20[H].[H]7.[H]%16.[H]8.[H]9.[H]%14.[H]%15.[H]%10.[H]%11.[H]%12.[H]%13.[H]5.[H]4.[H]3.[H]6.[H]1.[H]%18.[H]%19.[H]%17.[H]%20,44552883,"InChI=1S/C19H23N3O3/c1-24-16-11-5-6-12-17(16)25-19-15(10-7-13-20-19)18(22-23)21-14-8-3-2-4-9-14/h5-7,10-14,23H,2-4,8-9H2,1H3,(H,21,22)",WJJYGIPWJOJJKA-UHFFFAOYSA-N,,21.0,0
O1C=2C=3C4=NC56C78C9%10C%11%12C%13%14C5%15[H].O5N4[H].C=34C3=C%16C=2[H].C12=C1C%17=C%18C%19=C2[H].[H]6.[H]7.[H]%15.[H]8.[H]%13.[H]%14.[H]9.[H]%10.[H]%11.[H]%12.[H]4.[H]3.[H]%16.[H]5.[H]1.[H]%17.[H]%19.[H]%18,44552720,"InChI=1S/C19H22N2O2/c22-21-19(20-15-9-3-1-4-10-15)17-13-7-8-14-18(17)23-16-11-5-2-6-12-16/h2,5-8,11-15,22H,1,3-4,9-10H2,(H,20,21)",WBVMIQAMORKYIV-UHFFFAOYSA-N,,4.0,0
O1N2C3=NC45C67C89C%10%11C4%12[H].C3=4C=3C%13=C%14C%15=C%16C%17=C%13[H].C=4%13C4=C%18C=3[H].[H]5.[H]6.[H]7.[H]%12.[H]8.[H]9.[H]%10.[H]%11.[H]2.[H]%13.[H]4.[H]%18.[H]%14.[H]%15.[H]%17.[H]1.[H]%16,44552718,"InChI=1S/C18H20N2O/c21-20-18(19-15-10-4-5-11-15)17-13-7-6-12-16(17)14-8-2-1-3-9-14/h1-3,6-9,12-13,15,21H,4-5,10-11H2,(H,19,20)",BCVBAZKOQPOXCJ-UHFFFAOYSA-N,,12.0,0
N12C34C56C78C9%10C%11%12C%13%14[H].C3%15%16[H].C13%17C1=C%18C%19=C%20C%21=C1[H].C%201=C%20C%22=C%23C%24=C1[H].[H]4.[H]5.[H]6.[H]7.[H]8.[H]9.[H]%10.[H]2.[H]%15.[H]%16.[H]3.[H]%17.[H]%11.[H]%12.[H]%13.[H]%14.[H]%18.[H]%19.[H]%21.[H]%20.[H]%22.[H]%24.[H]%23,43398790,"InChI=1S/C20H27N/c1-3-4-6-9-17(2)21-16-18-12-14-20(15-13-18)19-10-7-5-8-11-19/h5,7-8,10-15,17,21H,3-4,6,9,16H2,1-2H3",XESYXOGHUBMFTI-UHFFFAOYSA-N,,23.0,0
O=C1N2C34C56C78C9%10C%11%12C3%13C3%14C%15%16C5%17[H].N15C1=NN%18C%19=C1[H].C9%151[H].C%189%15C%18%20C%21%22[H].C%19%23%24[H].[H]6.[H]%13.[H]%10.[H]%16.[H]4.[H]7.[H]3.[H]%14.[H]%17.[H]8.[H]%11.[H]%12.[H]1.[H]2.[H]5.[H]9.[H]%15.[H]%23.[H]%24.[H]%18.[H]%20.[H]%21.[H]%22,71603119,"InChI=1S/C18H28N4O/c1-3-4-22-11(2)5-16(21-22)19-18(23)20-17-14-7-12-6-13(9-14)10-15(17)8-12/h5,12-15,17H,3-4,6-10H2,1-2H3,(H2,19,20,21,23)",MZSJMBUEKNPGKA-UHFFFAOYSA-N,,102.0,1
O=C1N2C34C56C78C9%10C%11%12C3%13C3%14C%15%16C5%17[H].N15C1=NN%18C%19=C1[H].C9%151[H].C%189%15C%18%20[H].C%19%21%22[H].[H]6.[H]%13.[H]%16.[H]%10.[H]4.[H]3.[H]%17.[H]%11.[H]%12.[H]7.[H]8.[H]%14.[H]1.[H]2.[H]5.[H]9.[H]%15.[H]%21.[H]%22.[H]%18.[H]%20,71603118,"InChI=1S/C17H26N4O/c1-3-21-10(2)4-15(20-21)18-17(22)19-16-13-6-11-5-12(8-13)9-14(16)7-11/h4,11-14,16H,3,5-9H2,1-2H3,(H2,18,19,20,22)",DJRXZTPBXKMXJQ-UHFFFAOYSA-N,,60.0,1
O=C1N2C34C56C78C9%10C%11%12C3%13C3%14C%15%16C5%17[H].O5C%18=NN=C5N1[H].C9%151[H].C%1859C%15%18C%19%20C5%21[H].[H]%13.[H]6.[H]%10.[H]%16.[H]4.[H]3.[H]%14.[H]%17.[H]%11.[H]%12.[H]7.[H]8.[H]1.[H]2.[H]9.[H]%15.[H]%18.[H]%21.[H]%19.[H]%20,71603061,"InChI=1S/C17H24N4O2/c22-16(19-17-21-20-15(23-17)11-2-1-3-11)18-14-12-5-9-4-10(7-12)8-13(14)6-9/h9-14H,1-8H2,(H2,18,19,21,22)",JWRUCAWPBUBNQH-UHFFFAOYSA-N,,66.0,1
O=C1N2C34C56C78C9%10C%11%12C3%13C3%14C%15%16C5%17[H].O5C%18=NN=C5N1[H].C9%151[H].C%1859C%15%18C5%19[H].[H]%13.[H]6.[H]%10.[H]%16.[H]4.[H]7.[H]8.[H]%11.[H]%12.[H]%17.[H]3.[H]%14.[H]1.[H]2.[H]9.[H]%15.[H]%18.[H]%19,71603060,"InChI=1S/C16H22N4O2/c21-15(18-16-20-19-14(22-16)10-1-2-10)17-13-11-4-8-3-9(6-11)7-12(13)5-8/h8-13H,1-7H2,(H2,17,18,20,21)",PABDFSBOTCYGMU-UHFFFAOYSA-N,,120.0,1
O=C1N2C34C56C78C9%10C%11%12C3%13C3%14C%15%16C5%17[H].O5C=%18N1[H].N=%18N=C5C15C%18%19[H].C9%15%20[H].C19%15[H].[H]%13.[H]6.[H]%10.[H]%16.[H]4.[H]7.[H]%11.[H]%12.[H]%17.[H]3.[H]%14.[H]8.[H]%20.[H]2.[H]5.[H]9.[H]%15.[H]%18.[H]%19,71603059,"InChI=1S/C16H24N4O2/c1-8(2)14-19-20-16(22-14)18-15(21)17-13-11-4-9-3-10(6-11)7-12(13)5-9/h8-13H,3-7H2,1-2H3,(H2,17,18,20,21)",GYRPEMAUAOASTR-UHFFFAOYSA-N,,144.0,1
S1C=2N3C4=O.N45C46C78C9%10C%11%12C%13%14C4%15C4%16C%17%18C7%19[H].N=2C2=C1[H].C%11%171[H].C27%11[H].[H]8.[H]%15.[H]%18.[H]%12.[H]6.[H]4.[H]%16.[H]%19.[H]%13.[H]%14.[H]9.[H]%10.[H]1.[H]5.[H]3.[H]7.[H]%11,71603058,"InChI=1S/C15H21N3OS/c1-8-7-20-15(16-8)18-14(19)17-13-11-3-9-2-10(5-11)6-12(13)4-9/h7,9-13H,2-6H2,1H3,(H2,16,17,18,19)",BZWAQJJUJUGDCR-UHFFFAOYSA-N,,30.0,0
O=C1N2C34C56C78C9%10C%11%12C3%13C3%14C%15%16C5%17[H].O5N=C%18N1[H].C9%151[H].C%189=C5C5%15C%18%19[H].C5%20%21[H].C%155%22[H].[H]6.[H]%13.[H]%16.[H]%10.[H]4.[H]3.[H]%14.[H]%17.[H]%11.[H]%12.[H]7.[H]8.[H]1.[H]2.[H]9.[H]%18.[H]%19.[H]%20.[H]%21.[H]5.[H]%22,71603056,"InChI=1S/C18H27N3O2/c1-18(2,3)14-9-15(21-23-14)19-17(22)20-16-12-5-10-4-11(7-12)8-13(16)6-10/h9-13,16H,4-8H2,1-3H3,(H2,19,20,21,22)",TWENLQAITOETCW-UHFFFAOYSA-N,,84.0,1
O=C1N2C34C56C78C9%10C%11%12C4%13[H].N14C1=NN%14C%15=C1[H].C1%16%17C3%18[H].C%1113[H].C7%161[H].C%147%11C%14%16C%19%20[H].C%15%21%22[H].[H]8.[H]%17.[H]%12.[H]5.[H]6.[H]%18.[H]%13.[H]9.[H]3.[H]%10.[H]1.[H]2.[H]4.[H]7.[H]%11.[H]%21.[H]%22.[H]%14.[H]%16.[H]%19.[H]%20,71602998,"InChI=1S/C18H28N4O/c1-3-4-22-12(2)5-16(21-22)19-17(23)20-18-9-13-6-14(10-18)8-15(7-13)11-18/h5,13-15H,3-4,6-11H2,1-2H3,(H2,19,20,21,23)",BUYVCAFQTNKBIY-UHFFFAOYSA-N,,54.0,0
O=C1N2C34C56C78C9%10C%11%12C3%13[H].O3C=%14N1[H].N=%14N=C3C13C%14%15[H].C%16%17%18C4%19[H].C7%164[H].C%11%177[H].C1%11%16[H].[H]8.[H]%12.[H]%18.[H]5.[H]6.[H]%13.[H]%19.[H]9.[H]4.[H]7.[H]%10.[H]2.[H]3.[H]%11.[H]%16.[H]%14.[H]%15,71602943,"InChI=1S/C16H24N4O2/c1-9(2)13-19-20-15(22-13)17-14(21)18-16-6-10-3-11(7-16)5-12(4-10)8-16/h9-12H,3-8H2,1-2H3,(H2,17,18,20,21)",OSDZNESIEIWHIO-UHFFFAOYSA-N,,102.0,1
[F]C12[F].[F]1.O=C1N3C45C67C89C%10%11C%12%13C4%14[H].O4N=C2C2=C4N1[H].C14%15C5%16[H].C%1215[H].C841[H].[H]%15.[H]9.[H]%13.[H]%16.[H]6.[H]7.[H]%14.[H]1.[H]5.[H]%10.[H]%11.[H]3.[H]2,71602892,"InChI=1S/C15H18F3N3O2/c16-15(17,18)11-4-12(23-21-11)19-13(22)20-14-5-8-1-9(6-14)3-10(2-8)7-14/h4,8-10H,1-3,5-7H2,(H2,19,20,22)",UDTBTAROQFRJDB-UHFFFAOYSA-N,,84.0,1
O=C1N2C34C56C78C9%10C%11%12C3%13[H].O3N=C%14N1[H].C1%15%16C4%17[H].C714[H].C%11%151[H].C%147=C3C3%11C%14%15[H].C3%18%19[H].C%113%20[H].[H]%16.[H]%12.[H]8.[H]%17.[H]%13.[H]5.[H]6.[H]1.[H]4.[H]9.[H]%10.[H]2.[H]7.[H]%14.[H]%15.[H]%18.[H]%19.[H]3.[H]%20,71602889,"InChI=1S/C18H27N3O2/c1-17(2,3)14-7-15(21-23-14)19-16(22)20-18-8-11-4-12(9-18)6-13(5-11)10-18/h7,11-13H,4-6,8-10H2,1-3H3,(H2,19,20,21,22)",SKLZLTPLTYBYAQ-UHFFFAOYSA-N,,132.0,1
S1C=2N3C4=O.N45C46C78C9%10C%11%12C%13%14C4%15[H].N=2C2=C1[H].C14%16C6%17[H].C916[H].C%1341[H].C249[H].[H]%10.[H]%14.[H]%16.[H]7.[H]8.[H]%15.[H]%17.[H]%11.[H]%12.[H]6.[H]1.[H]5.[H]3.[H]4.[H]9,47103624,"InChI=1S/C15H21N3OS/c1-9-8-20-14(16-9)17-13(19)18-15-5-10-2-11(6-15)4-12(3-10)7-15/h8,10-12H,2-7H2,1H3,(H2,16,17,18,19)",GZINVYLOJRBPTG-UHFFFAOYSA-N,,36.0,0
S1C=2N3C4=O.N45C46C78C9%10C%11%12C%13%14C4%15[H].N=2C2=C1C14[H].C%16%17%18C6%19[H].C9%166[H].C%13%179[H].[H]%10.[H]%14.[H]%18.[H]7.[H]8.[H]%15.[H]%19.[H]%11.[H]%12.[H]6.[H]9.[H]5.[H]3.[H]2.[H]1.[H]4,47103132,"InChI=1S/C15H21N3OS/c1-9-8-16-14(20-9)17-13(19)18-15-5-10-2-11(6-15)4-12(3-10)7-15/h8,10-12H,2-7H2,1H3,(H2,16,17,18,19)",QDNCTWGSGILVRL-UHFFFAOYSA-N,,30.0,0
S1C=2N3C4=O.N45C46C78C9%10C%11%12C%13%14C4%15[H].N=2C=2C1=C1C4=C%16C=2[H].C2%17%18C6%19[H].C926[H].C%13%172[H].[H]%10.[H]%14.[H]%18.[H]7.[H]8.[H]%15.[H]%19.[H]%11.[H]%12.[H]6.[H]2.[H]5.[H]3.[H]1.[H]4.[H]%16,41327880,"InChI=1S/C18H21N3OS/c22-16(20-17-19-14-3-1-2-4-15(14)23-17)21-18-8-11-5-12(9-18)7-13(6-11)10-18/h1-4,11-13H,5-10H2,(H2,19,20,21,22)",OACGUYXGEUAYHU-UHFFFAOYSA-N,,114.0,1
S1C=2N3C4=O.N45C46C78C9%10C%11%12C%13%14C4%15[H].N=2C2=C1[H].C14%16C6%17[H].C916[H].C%1341[H].[H]%10.[H]%14.[H]%16.[H]7.[H]8.[H]%15.[H]%17.[H]%11.[H]%12.[H]6.[H]1.[H]5.[H]3.[H]2,4686891,"InChI=1S/C14H19N3OS/c18-12(16-13-15-1-2-19-13)17-14-6-9-3-10(7-14)5-11(4-9)8-14/h1-2,9-11H,3-8H2,(H2,15,16,17,18)",CEPVJDPYPKTWKB-UHFFFAOYSA-N,,60.0,1
[Br]C1=C2C3=C4C56N7C89C%10%11N%12C%13=C%14C%15=NC%16=C%13[H].[Cl]C%13=C%15[H].C%14%15=C%13[H].C4%13=C1[H].[H]%10.[H]%11.[H]8.[H]9.[H]%12.[H]5.[H]6.[H]7.[H]%15.[H]3.[H]%13.[H]%16.[H]2,71765051,"InChI=1S/C18H17BrClN3/c19-14-3-1-13(2-4-14)12-21-9-10-23-17-7-8-22-18-11-15(20)5-6-16(17)18/h1-8,11,21H,9-10,12H2,(H,22,23)",DORYTVKHECWWOV-UHFFFAOYSA-N,,60.0,1
[Cl]C1=C2C3=NC4=C5C=6N7C89C%10%11C%12%13N%14C%15%16C%17=C%18C%19=C%20OC%21%22[H].C3=6C3=C1[H].C%171=C%20[H].[H]%10.[H]%11.[H]%12.[H]%13.[H]8.[H]9.[H]%14.[H]7.[H]%15.[H]%16.[H]5.[H]3.[H]%18.[H]1.[H]2.[H]4.[H]%19.[H]%21.[H]%22,71765048,"InChI=1S/C20H22ClN3O/c1-25-17-6-3-15(4-7-17)14-22-10-2-11-23-19-9-12-24-20-13-16(21)5-8-18(19)20/h3-9,12-13,22H,2,10-11,14H2,1H3,(H,23,24)",PDPMCTCTBJBALX-UHFFFAOYSA-N,,18.0,0
[Cl]C1=C2C3=NC4=C5C=6N7C89C%10%11N%12C%13%14C%15=C%16C%17=C%18OC%19%20[H].C3=6C3=C1[H].C%151=C%18[H].[H]%10.[H]%11.[H]8.[H]9.[H]%13.[H]%14.[H]%12.[H]7.[H]5.[H]3.[H]%16.[H]1.[H]2.[H]4.[H]%17.[H]%19.[H]%20,71765047,"InChI=1S/C19H20ClN3O/c1-24-16-5-2-14(3-6-16)13-21-10-11-23-18-8-9-22-19-12-15(20)4-7-17(18)19/h2-9,12,21H,10-11,13H2,1H3,(H,22,23)",DSXPRYCNASLQBZ-UHFFFAOYSA-N,,6.0,0
[Cl]C1=C2C3=NC4=C5C=6N7C89C%10%11C%12%13N%14C%15%16C%17=C%18OC%19%20[H].N%21=C%17[H].C3=6C3=C1[H].C%181=C%21[H].[H]%10.[H]%11.[H]%12.[H]%13.[H]8.[H]9.[H]%14.[H]7.[H]%15.[H]%16.[H]5.[H]3.[H]2.[H]4.[H]1.[H]%19.[H]%20,71761858,"InChI=1S/C19H21ClN4O/c1-25-19-6-9-22-13-14(19)12-21-7-2-8-23-17-5-10-24-18-11-15(20)3-4-16(17)18/h3-6,9-11,13,21H,2,7-8,12H2,1H3,(H,23,24)",FQPMDCJJGUCYHD-UHFFFAOYSA-N,,60.0,1
[Cl]C1=C2C3=NC4=C5C=6N7C89C%10%11N%12C%13%14C%15=C%16OC%17%18[H].N%19=C%15[H].C3=6C3=C1[H].C%161=C%19[H].[H]8.[H]9.[H]%10.[H]%11.[H]%13.[H]%14.[H]7.[H]%12.[H]5.[H]3.[H]2.[H]4.[H]1.[H]%17.[H]%18,71761857,"InChI=1S/C18H19ClN4O/c1-24-18-5-6-20-11-13(18)12-21-8-9-23-16-4-7-22-17-10-14(19)2-3-15(16)17/h2-7,10-11,21H,8-9,12H2,1H3,(H,22,23)",FLVRWWWJDRAOOY-UHFFFAOYSA-N,,23.0,0
[Cl]C1=C2C34N5C67C89C%10%11N%12C%13=C%14C%15=NC%16=C%13[H].[Cl]C%13=C%15[H].N%15=C2[H].C%142=C%13[H].C1%13=C%15[H].[H]8.[H]9.[H]%10.[H]%11.[H]6.[H]7.[H]%12.[H]5.[H]3.[H]4.[H]2.[H]%16.[H]%13,71761856,"InChI=1S/C18H18Cl2N4/c19-14-2-3-15-17(5-9-24-18(15)10-14)23-7-1-6-21-11-13-12-22-8-4-16(13)20/h2-5,8-10,12,21H,1,6-7,11H2,(H,23,24)",XEOCMMXNTDALKH-UHFFFAOYSA-N,,19.0,0
[Cl]C1=C2C34N5C67C89N%10C%11=C%12C%13=NC%14=C%11[H].[Cl]C%11=C%13[H].N%13=C2[H].C%122=C%11[H].C1%11=C%13[H].[H]8.[H]9.[H]6.[H]7.[H]%10.[H]5.[H]3.[H]4.[H]2.[H]%14.[H]%11,71761855,"InChI=1S/C17H16Cl2N4/c18-13-1-2-14-16(4-6-22-17(14)9-13)23-8-7-21-11-12-10-20-5-3-15(12)19/h1-6,9-10,21H,7-8,11H2,(H,22,23)",VBNLJNPWSKEYCA-UHFFFAOYSA-N,,37.0,0
[Cl]C1=C2C3=NC4=C5C=6N7C89C%10%11C%12%13N%14C%15%16C=%17C%18=C%19C%20=NC=%17[H].C3=6C3=C1[H].[H]%10.[H]%11.[H]8.[H]9.[H]%12.[H]%13.[H]7.[H]%14.[H]%15.[H]%16.[H]5.[H]3.[H]2.[H]4.[H]%18.[H]%19.[H]%20,71761854,"InChI=1S/C18H19ClN4/c19-15-4-5-16-17(6-10-23-18(16)11-15)22-9-2-8-21-13-14-3-1-7-20-12-14/h1,3-7,10-12,21H,2,8-9,13H2,(H,22,23)",WGZRJTHHSRUOOA-UHFFFAOYSA-N,,60.0,1
[Cl]C1=C2C3=NC4=C5C=6N7C89C%10%11N%12C%13%14C%15=C%16C%17=C%18C%19=C%15[H].C3=6C3=C1[H].[H]8.[H]9.[H]%10.[H]%11.[H]7.[H]%13.[H]%14.[H]%12.[H]5.[H]3.[H]2.[H]4.[H]%16.[H]%17.[H]%19.[H]%18,44590456,"InChI=1S/C18H18ClN3/c19-15-6-7-16-17(8-9-21-18(16)12-15)22-11-10-20-13-14-4-2-1-3-5-14/h1-9,12,20H,10-11,13H2,(H,21,22)",ONWNSKYYKRZUHC-UHFFFAOYSA-N,,23.0,0
[Cl]C1=C2C3=NC4=C5C=6N7C89C%10%11C%12%13N%14C%15%16C%17=C%18C%19=C%20C%21=C%17[H].C3=6C3=C1[H].[H]%10.[H]%11.[H]8.[H]9.[H]%12.[H]%13.[H]7.[H]%14.[H]%15.[H]%16.[H]5.[H]3.[H]2.[H]4.[H]%18.[H]%19.[H]%21.[H]%20,11438774,"InChI=1S/C19H20ClN3/c20-16-7-8-17-18(9-12-23-19(17)13-16)22-11-4-10-21-14-15-5-2-1-3-6-15/h1-3,5-9,12-13,21H,4,10-11,14H2,(H,22,23)",IQPPNWUZVXPERQ-UHFFFAOYSA-N,,60.0,1
